Service_Category,Material_Shape,Is_Fragile,Length_cm,Width_cm,Height_cm,Volume_cm3,Actual_Weight_kg,Density,Target_Divisor
Solar Services,Box,1,174.8,100.9,4.3,75840.48,26.4,0.000348,3500
Interiors,Wrapped,1,97.0,83.2,17.7,142846.08,30.0,0.00021,3500
Solar Services,Box,1,157.0,108.0,6.1,103431.6,20.4,0.000197,3500
Construction,Irregular,0,36.8,88.5,35.9,116919.12,95.5,0.000817,4500
Painting,Cylindrical,0,38.7,28.6,44.2,48921.44,21.3,0.000435,4500
Interiors,Wrapped,1,104.2,109.3,19.2,218669.95,19.6,9e-05,3500
Construction,Irregular,0,65.8,52.3,30.0,103240.2,79.5,0.00077,4500
Interiors,Box,0,172.4,94.1,66.0,1070707.44,31.0,2.9e-05,5000
Solar Services,Box,1,213.7,90.4,8.1,156479.69,25.1,0.00016,3500
Construction,Irregular,0,59.6,96.7,37.7,217277.16,52.6,0.000242,4500
Interiors,Wrapped,1,101.1,114.6,6.7,77626.6,30.7,0.000395,3500
Construction,Irregular,0,34.7,83.2,26.6,76795.26,40.9,0.000533,4500
Solar Services,Box,1,156.5,81.0,7.2,91270.8,19.4,0.000213,3500
Construction,Irregular,0,92.7,38.5,37.9,135263.21,47.3,0.00035,4500
Interiors,Wrapped,1,116.5,78.3,9.4,85746.33,34.0,0.000397,3500
Construction,Irregular,0,49.9,73.8,41.4,152460.47,57.1,0.000375,4500
Interiors,Box,0,55.8,68.6,75.8,290153.3,36.3,0.000125,5000
Interiors,Box,0,195.1,99.1,74.4,1438480.1,27.3,1.9e-05,5000
Solar Services,Box,1,151.3,98.2,8.0,118861.28,18.7,0.000157,3500
Interiors,Box,0,133.9,96.9,70.6,916028.65,57.2,6.2e-05,5000
Interiors,Wrapped,1,130.5,119.7,6.2,96849.27,34.5,0.000356,3500
Construction,Irregular,0,33.1,67.4,43.5,97045.89,84.0,0.000866,4500
Construction,Irregular,0,63.6,47.1,25.0,74889.0,60.9,0.000813,4500
Construction,Irregular,0,82.0,72.1,49.5,292653.9,85.9,0.000294,4500
Interiors,Wrapped,1,43.9,137.6,6.0,36243.84,11.0,0.000303,3500
Solar Services,Box,1,165.0,99.6,6.1,100247.4,29.5,0.000294,3500
Solar Services,Box,1,172.8,84.3,8.0,116536.32,28.8,0.000247,3500
Painting,Cylindrical,0,29.7,31.2,35.2,32617.73,27.0,0.000828,4500
Construction,Irregular,0,99.3,40.4,26.6,106711.75,73.3,0.000687,4500
Interiors,Wrapped,1,134.4,116.6,18.6,291481.34,39.8,0.000137,3500
Solar Services,Box,1,198.2,106.2,6.0,126293.04,23.3,0.000184,3500
Construction,Irregular,0,54.0,58.2,26.5,83284.2,78.9,0.000947,4500
Interiors,Wrapped,1,144.3,148.8,17.9,384345.94,16.6,4.3e-05,3500
Painting,Cylindrical,0,23.4,33.7,30.9,24367.12,10.4,0.000427,4500
Solar Services,Box,1,171.4,109.1,4.3,80408.88,19.9,0.000247,3500
Painting,Cylindrical,0,23.1,24.8,30.0,17186.4,15.9,0.000925,4500
Interiors,Box,0,56.7,54.9,95.1,296030.13,17.1,5.8e-05,5000
Solar Services,Box,1,205.3,109.7,4.6,103598.49,22.1,0.000213,3500
Painting,Cylindrical,0,22.3,23.4,43.9,22907.9,27.5,0.0012,4500
Solar Services,Box,1,161.8,101.0,8.4,137271.12,19.3,0.000141,3500
Construction,Irregular,0,53.2,95.9,49.5,252543.06,95.3,0.000377,4500
Interiors,Box,0,193.0,94.3,77.2,1405032.28,21.5,1.5e-05,5000
Interiors,Box,0,133.6,92.2,71.0,874572.32,20.4,2.3e-05,5000
Interiors,Box,0,93.3,93.7,89.4,781553.57,42.6,5.5e-05,5000
Painting,Cylindrical,0,36.7,38.4,34.8,49042.94,17.1,0.000349,4500
Painting,Cylindrical,0,25.0,33.0,46.3,38197.5,23.4,0.000613,4500
Painting,Cylindrical,0,31.0,39.0,43.4,52470.6,26.5,0.000505,4500
Interiors,Box,0,107.3,56.3,62.0,374541.38,54.5,0.000146,5000
Construction,Irregular,0,63.8,53.4,28.9,98459.99,50.7,0.000515,4500
Interiors,Wrapped,1,149.7,99.4,15.0,223202.7,11.9,5.3e-05,3500
Solar Services,Box,1,173.4,83.0,4.5,64764.9,27.1,0.000418,3500
Painting,Cylindrical,0,27.8,21.2,46.3,27287.37,20.1,0.000737,4500
Interiors,Wrapped,1,98.2,95.3,15.7,146927.82,32.5,0.000221,3500
Interiors,Box,0,90.3,59.0,62.8,334579.56,58.0,0.000173,5000
Interiors,Wrapped,1,91.2,87.3,15.5,123407.28,33.2,0.000269,3500
Interiors,Box,0,192.5,95.2,54.2,993269.2,37.8,3.8e-05,5000
Interiors,Box,0,113.2,65.0,74.1,545227.8,47.7,8.7e-05,5000
Interiors,Box,0,172.1,72.1,71.2,883478.79,26.4,3e-05,5000
Interiors,Box,0,182.8,72.2,61.2,807727.39,18.7,2.3e-05,5000
Construction,Irregular,0,82.2,94.8,25.1,195593.26,60.7,0.00031,4500
Painting,Cylindrical,0,24.0,22.1,32.1,17025.84,13.7,0.000805,4500
Painting,Cylindrical,0,26.0,30.8,44.2,35395.36,21.5,0.000607,4500
Interiors,Wrapped,1,134.1,120.3,15.9,256502.46,17.5,6.8e-05,3500
Solar Services,Box,1,170.6,80.4,4.7,64466.33,19.6,0.000304,3500
Construction,Irregular,0,48.3,38.4,30.1,55827.07,99.4,0.00178,4500
Construction,Irregular,0,57.6,77.6,47.2,210972.67,92.6,0.000439,4500
Construction,Irregular,0,78.3,50.9,27.8,110796.07,74.6,0.000673,4500
Interiors,Box,0,75.3,90.1,55.7,377898.32,18.0,4.8e-05,5000
Construction,Irregular,0,47.2,95.7,32.5,146803.8,83.6,0.000569,4500
Painting,Cylindrical,0,30.4,27.5,35.8,29928.8,15.7,0.000525,4500
Solar Services,Box,1,184.7,81.3,7.5,112620.82,21.0,0.000186,3500
Interiors,Wrapped,1,41.5,131.9,9.0,49264.65,11.3,0.000229,3500
Construction,Irregular,0,50.2,62.6,28.0,87990.56,48.5,0.000551,4500
Interiors,Wrapped,1,111.2,128.7,8.6,123078.38,28.6,0.000232,3500
Interiors,Wrapped,1,136.6,140.6,18.1,347627.88,30.1,8.7e-05,3500
Solar Services,Box,1,180.1,92.9,5.5,92022.1,24.1,0.000262,3500
Interiors,Box,0,112.8,70.3,68.1,540022.1,47.9,8.9e-05,5000
Painting,Cylindrical,0,37.8,35.1,41.2,54663.34,18.9,0.000346,4500
Solar Services,Box,1,157.1,82.3,5.8,74990.11,21.5,0.000287,3500
Interiors,Wrapped,1,59.1,77.3,13.2,60303.28,22.9,0.00038,3500
Interiors,Box,0,108.1,79.6,54.0,464657.04,36.2,7.8e-05,5000
Painting,Cylindrical,0,22.5,28.6,45.2,29086.2,14.1,0.000485,4500
Construction,Irregular,0,83.5,66.7,42.6,237258.57,82.0,0.000346,4500
Solar Services,Box,1,179.4,92.1,9.3,153661.48,28.9,0.000188,3500
Construction,Irregular,0,36.6,52.4,36.7,70384.73,71.2,0.001012,4500
Painting,Cylindrical,0,34.1,21.5,44.7,32771.81,12.4,0.000378,4500
Painting,Cylindrical,0,28.0,37.2,41.3,43018.08,16.8,0.000391,4500
Painting,Cylindrical,0,32.5,25.1,41.1,33527.33,15.5,0.000462,4500
Interiors,Box,0,146.3,55.3,76.0,614869.64,58.1,9.4e-05,5000
Painting,Cylindrical,0,23.9,25.0,40.0,23900.0,18.0,0.000753,4500
Construction,Irregular,0,69.8,68.5,46.2,220896.06,55.0,0.000249,4500
Painting,Cylindrical,0,24.8,36.0,34.6,30890.88,24.8,0.000803,4500
Painting,Cylindrical,0,22.2,34.1,41.9,31719.14,20.3,0.00064,4500
Painting,Cylindrical,0,27.6,39.3,44.2,47942.86,21.9,0.000457,4500
Construction,Irregular,0,93.0,49.4,24.2,111179.64,71.0,0.000639,4500
Construction,Irregular,0,81.7,73.1,21.2,126612.12,86.4,0.000682,4500
Construction,Irregular,0,33.3,66.1,37.0,81441.81,79.4,0.000975,4500
Solar Services,Box,1,172.4,109.7,8.4,158863.15,21.1,0.000133,3500
Construction,Irregular,0,67.0,71.9,49.6,238938.08,73.8,0.000309,4500
Interiors,Wrapped,1,134.5,58.3,9.7,76061.09,32.2,0.000423,3500
Construction,Irregular,0,64.9,46.5,28.0,84499.8,48.7,0.000576,4500
Interiors,Box,0,91.6,66.2,84.4,511794.85,50.5,9.9e-05,5000
Construction,Irregular,0,34.0,73.0,33.3,82650.6,72.6,0.000878,4500
Construction,Irregular,0,43.0,67.4,48.8,141432.16,71.3,0.000504,4500
Interiors,Box,0,63.8,92.1,77.4,454800.85,18.9,4.2e-05,5000
Painting,Cylindrical,0,31.4,24.9,44.8,35027.33,23.7,0.000677,4500
Solar Services,Box,1,209.5,94.8,8.6,170801.16,24.1,0.000141,3500
Construction,Irregular,0,51.7,47.7,28.8,71023.39,76.3,0.001074,4500
Construction,Irregular,0,77.0,82.6,21.2,134836.24,69.1,0.000512,4500
Interiors,Box,0,189.2,95.5,95.2,1720130.72,59.2,3.4e-05,5000
Solar Services,Box,1,172.9,92.9,5.0,80312.05,25.3,0.000315,3500
Construction,Irregular,0,34.8,81.9,42.7,121700.12,62.6,0.000514,4500
Construction,Irregular,0,53.9,39.3,40.8,86425.42,69.4,0.000803,4500
Interiors,Box,0,52.0,98.2,95.1,485618.64,43.2,8.9e-05,5000
Interiors,Box,0,82.1,59.9,86.1,423421.72,19.9,4.7e-05,5000
Construction,Irregular,0,62.8,67.3,43.2,182582.21,66.2,0.000363,4500
Interiors,Box,0,150.1,70.3,73.1,771353.39,15.4,2e-05,5000
Construction,Irregular,0,71.5,46.1,49.3,162500.2,57.6,0.000354,4500
Construction,Irregular,0,64.3,99.2,29.2,186253.95,75.5,0.000405,4500
Solar Services,Box,1,210.5,108.3,8.2,186936.63,23.6,0.000126,3500
Painting,Cylindrical,0,25.3,36.7,38.1,35376.23,19.5,0.000551,4500
Interiors,Wrapped,1,76.6,97.7,16.0,119741.12,39.4,0.000329,3500
Interiors,Box,0,86.4,88.1,59.6,453665.66,49.6,0.000109,5000
Solar Services,Box,1,189.1,101.4,9.6,184077.5,23.2,0.000126,3500
Construction,Irregular,0,44.7,99.8,47.4,211454.24,63.2,0.000299,4500
Interiors,Box,0,161.4,68.2,69.2,761717.62,31.5,4.1e-05,5000
Solar Services,Box,1,182.6,103.9,9.6,182132.54,22.2,0.000122,3500
Interiors,Wrapped,1,45.8,145.1,15.3,101677.37,15.7,0.000154,3500
Painting,Cylindrical,0,22.5,38.2,49.0,42115.5,12.8,0.000304,4500
Interiors,Box,0,143.5,76.9,61.8,681972.27,40.7,6e-05,5000
Painting,Cylindrical,0,30.3,20.4,31.9,19718.03,23.2,0.001177,4500
Solar Services,Box,1,209.6,98.6,6.9,142599.26,19.2,0.000135,3500
Interiors,Box,0,126.0,85.0,65.2,698292.0,22.3,3.2e-05,5000
Construction,Irregular,0,53.9,99.0,25.2,134469.72,85.0,0.000632,4500
Interiors,Wrapped,1,117.8,73.6,15.5,134386.24,26.7,0.000199,3500
Interiors,Wrapped,1,120.3,143.8,17.6,304464.86,34.0,0.000112,3500
Solar Services,Box,1,200.2,96.5,4.8,92732.64,26.8,0.000289,3500
Painting,Cylindrical,0,32.5,30.5,47.5,47084.38,21.0,0.000446,4500
Construction,Irregular,0,90.4,61.8,29.3,163690.9,54.3,0.000332,4500
Interiors,Wrapped,1,58.2,111.9,6.9,44936.8,24.2,0.000539,3500
Interiors,Wrapped,1,49.7,141.4,8.5,59734.43,39.7,0.000665,3500
Interiors,Box,0,195.5,61.7,56.5,681522.78,22.4,3.3e-05,5000
Solar Services,Box,1,196.5,81.7,9.9,158935.1,25.8,0.000162,3500
Solar Services,Box,1,190.2,109.1,8.0,166006.56,20.8,0.000125,3500
Solar Services,Box,1,167.9,88.8,8.1,120767.11,20.0,0.000166,3500
Solar Services,Box,1,209.9,87.7,9.6,176719.01,22.3,0.000126,3500
Interiors,Box,0,198.3,83.0,93.2,1533969.48,24.4,1.6e-05,5000
Interiors,Wrapped,1,100.7,58.8,9.0,53290.44,20.1,0.000377,3500
Painting,Cylindrical,0,24.5,29.0,47.7,33890.85,10.8,0.000319,4500
Interiors,Box,0,161.1,61.6,85.2,845504.35,39.7,4.7e-05,5000
Interiors,Wrapped,1,80.9,147.5,8.7,103814.92,12.7,0.000122,3500
Painting,Cylindrical,0,33.1,34.3,35.9,40758.35,23.6,0.000579,4500
Construction,Irregular,0,92.2,98.9,22.4,204256.19,78.8,0.000386,4500
Interiors,Box,0,90.0,96.0,95.4,824256.0,41.5,5e-05,5000
Interiors,Wrapped,1,126.2,149.1,19.8,372565.12,23.2,6.2e-05,3500
Construction,Irregular,0,78.9,83.3,20.3,133419.11,98.4,0.000738,4500
Construction,Irregular,0,94.9,43.4,31.6,130149.66,93.1,0.000715,4500
Painting,Cylindrical,0,22.7,24.9,42.3,23909.23,21.5,0.000899,4500
Interiors,Box,0,78.9,82.0,94.6,612043.08,54.3,8.9e-05,5000
Solar Services,Box,1,154.9,96.9,5.5,82553.96,27.0,0.000327,3500
Interiors,Box,0,179.5,96.6,79.9,1385442.03,38.0,2.7e-05,5000
Construction,Irregular,0,49.5,79.3,23.0,90283.05,86.6,0.000959,4500
Construction,Irregular,0,57.7,74.4,35.6,152826.53,42.4,0.000277,4500
Interiors,Wrapped,1,75.5,145.2,14.1,154572.66,33.1,0.000214,3500
Interiors,Wrapped,1,94.2,104.4,11.6,114079.97,13.0,0.000114,3500
Interiors,Wrapped,1,50.1,76.6,16.8,64472.69,24.8,0.000385,3500
Solar Services,Box,1,216.0,91.2,6.6,130014.72,23.0,0.000177,3500
Construction,Irregular,0,63.1,59.4,35.8,134183.41,72.2,0.000538,4500
Interiors,Wrapped,1,131.7,122.1,18.6,299098.6,19.4,6.5e-05,3500
Interiors,Box,0,158.3,91.5,78.6,1138477.77,32.3,2.8e-05,5000
Construction,Irregular,0,39.1,72.6,33.8,95946.71,56.5,0.000589,4500
Painting,Cylindrical,0,25.0,39.7,37.9,37615.75,28.1,0.000747,4500
Solar Services,Box,1,211.4,88.9,7.0,131554.22,24.9,0.000189,3500
Interiors,Box,0,77.2,64.4,56.3,279905.58,15.8,5.6e-05,5000
Painting,Cylindrical,0,29.1,22.8,33.1,21961.19,28.3,0.001289,4500
Interiors,Wrapped,1,146.0,134.1,5.8,113555.88,12.3,0.000108,3500
Solar Services,Box,1,161.1,90.9,9.1,133260.31,24.2,0.000182,3500
Painting,Cylindrical,0,23.8,30.7,41.6,30395.46,10.2,0.000336,4500
Painting,Cylindrical,0,37.8,27.5,47.5,49376.25,28.7,0.000581,4500
Interiors,Wrapped,1,127.8,114.0,8.8,128208.96,33.7,0.000263,3500
Interiors,Box,0,88.8,52.4,75.5,351310.56,58.7,0.000167,5000
Interiors,Wrapped,1,51.8,100.4,5.8,30164.18,25.4,0.000842,3500
Solar Services,Box,1,186.3,81.7,6.4,97412.54,25.2,0.000259,3500
Painting,Cylindrical,0,24.1,35.8,35.9,30973.8,21.2,0.000684,4500
Interiors,Box,0,175.2,95.1,50.6,843072.91,58.1,6.9e-05,5000
Construction,Irregular,0,67.0,40.4,41.8,113144.24,56.8,0.000502,4500
Construction,Irregular,0,79.7,61.8,40.9,201451.31,55.5,0.000276,4500
Painting,Cylindrical,0,26.8,30.9,32.9,27245.15,26.5,0.000973,4500
Interiors,Wrapped,1,92.8,83.6,15.8,122577.66,12.5,0.000102,3500
Interiors,Box,0,172.0,95.3,54.0,885146.4,47.0,5.3e-05,5000
Construction,Irregular,0,38.1,51.1,38.6,75150.73,42.5,0.000566,4500
Interiors,Wrapped,1,55.2,52.9,14.3,41757.14,15.9,0.000381,3500
Painting,Cylindrical,0,31.2,26.7,49.5,41235.48,12.9,0.000313,4500
Painting,Cylindrical,0,33.7,39.7,48.0,64218.72,25.6,0.000399,4500
Construction,Irregular,0,70.5,46.2,37.1,120838.41,56.0,0.000463,4500
Construction,Irregular,0,33.8,65.7,42.9,95266.31,70.7,0.000742,4500
Construction,Irregular,0,58.2,56.3,28.0,91746.48,74.0,0.000807,4500
Interiors,Box,0,77.9,58.3,65.6,297926.99,44.4,0.000149,5000
Construction,Irregular,0,97.3,42.9,28.1,117294.18,99.1,0.000845,4500
Interiors,Box,0,79.4,90.6,62.7,451041.23,40.0,8.9e-05,5000
Construction,Irregular,0,41.8,43.8,41.9,76712.2,85.7,0.001117,4500
Solar Services,Box,1,163.6,109.8,9.5,170651.16,24.9,0.000146,3500
Construction,Irregular,0,91.6,45.4,34.8,144720.67,98.7,0.000682,4500
Interiors,Wrapped,1,58.3,141.1,10.4,85551.75,32.8,0.000383,3500
Interiors,Box,0,134.3,91.9,53.4,659071.88,58.6,8.9e-05,5000
Interiors,Wrapped,1,144.8,68.5,10.4,103155.52,23.4,0.000227,3500
Solar Services,Box,1,209.1,92.8,4.5,87320.16,20.3,0.000232,3500
Construction,Irregular,0,67.3,63.7,28.2,120893.68,56.3,0.000466,4500
Solar Services,Box,1,205.6,108.3,5.3,118012.34,25.7,0.000218,3500
Construction,Irregular,0,93.5,67.8,42.2,267518.46,90.9,0.00034,4500
Interiors,Box,0,90.7,76.9,79.7,555893.95,36.6,6.6e-05,5000
Construction,Irregular,0,67.4,91.7,37.3,230535.63,76.6,0.000332,4500
Construction,Irregular,0,52.1,73.3,46.2,176434.57,61.5,0.000349,4500
Solar Services,Box,1,214.8,107.6,7.5,173343.6,21.6,0.000125,3500
Interiors,Box,0,108.6,80.9,59.3,520994.38,37.8,7.3e-05,5000
Interiors,Box,0,51.7,61.6,89.0,283440.08,40.2,0.000142,5000
Solar Services,Box,1,212.4,91.9,7.9,154204.52,26.8,0.000174,3500
Painting,Cylindrical,0,24.4,36.3,34.6,30645.91,17.0,0.000555,4500
Painting,Cylindrical,0,31.2,32.2,33.0,33153.12,14.5,0.000437,4500
Interiors,Box,0,118.4,69.7,79.7,657722.66,16.5,2.5e-05,5000
Interiors,Box,0,163.6,84.8,96.4,1337384.19,23.4,1.7e-05,5000
Solar Services,Box,1,188.3,85.4,5.1,82012.18,19.7,0.00024,3500
Interiors,Wrapped,1,50.0,52.0,12.7,33020.0,28.5,0.000863,3500
Painting,Cylindrical,0,38.5,24.8,40.1,38287.48,19.1,0.000499,4500
Interiors,Wrapped,1,79.9,142.9,5.8,66222.72,26.7,0.000403,3500
Painting,Cylindrical,0,38.0,34.1,44.9,58181.42,20.3,0.000349,4500
Interiors,Box,0,88.0,71.7,87.9,554613.84,27.0,4.9e-05,5000
Solar Services,Box,1,208.3,109.9,5.1,116750.07,23.7,0.000203,3500
Interiors,Box,0,120.2,58.1,59.9,418318.84,32.9,7.9e-05,5000
Interiors,Box,0,187.5,86.3,89.7,1451458.12,17.3,1.2e-05,5000
Interiors,Wrapped,1,140.4,92.3,10.3,133476.88,28.9,0.000217,3500
Construction,Irregular,0,48.0,91.4,38.7,169784.64,86.8,0.000511,4500
Interiors,Box,0,88.8,56.0,73.4,365003.52,47.9,0.000131,5000
Construction,Irregular,0,62.3,67.2,38.2,159926.59,48.8,0.000305,4500
Solar Services,Box,1,163.7,104.7,5.6,95980.58,30.0,0.000313,3500
Solar Services,Box,1,173.3,106.3,6.8,125268.17,28.9,0.000231,3500
Solar Services,Box,1,172.6,83.6,9.6,138521.86,21.7,0.000157,3500
Interiors,Box,0,117.1,94.5,69.3,766870.33,52.6,6.9e-05,5000
Solar Services,Box,1,169.8,87.9,7.8,116418.28,24.9,0.000214,3500
Interiors,Wrapped,1,109.5,44.3,10.3,49963.75,13.6,0.000272,3500
Interiors,Box,0,142.9,63.0,83.2,749024.64,47.6,6.4e-05,5000
Solar Services,Box,1,163.5,84.1,5.3,72876.85,21.7,0.000298,3500
Interiors,Wrapped,1,75.3,131.7,9.2,91236.49,31.5,0.000345,3500
Interiors,Wrapped,1,94.6,117.9,16.6,185145.44,24.3,0.000131,3500
Painting,Cylindrical,0,23.5,33.7,45.3,35875.33,24.3,0.000677,4500
Painting,Cylindrical,0,21.3,39.4,44.1,37009.6,25.5,0.000689,4500
Interiors,Box,0,183.3,69.6,66.2,844558.42,23.6,2.8e-05,5000
Interiors,Box,0,130.0,88.0,90.4,1034176.0,51.6,5e-05,5000
Solar Services,Box,1,174.6,89.8,8.1,127000.55,22.9,0.00018,3500
Interiors,Box,0,72.8,75.7,62.2,342781.71,19.3,5.6e-05,5000
Construction,Irregular,0,60.3,40.5,40.0,97686.0,83.9,0.000859,4500
Construction,Irregular,0,76.6,88.8,43.7,297250.9,94.3,0.000317,4500
Construction,Irregular,0,30.9,61.7,31.9,60818.31,83.2,0.001368,4500
Interiors,Wrapped,1,55.3,121.8,10.3,69376.06,15.3,0.000221,3500
Construction,Irregular,0,32.1,38.9,35.2,43953.89,60.4,0.001374,4500
Interiors,Box,0,119.7,61.7,71.2,525846.89,41.9,8e-05,5000
Solar Services,Box,1,188.0,86.2,8.0,129644.8,23.6,0.000182,3500
Interiors,Box,0,56.5,61.1,77.9,268922.49,21.1,7.8e-05,5000
Painting,Cylindrical,0,22.5,39.2,31.9,28135.8,19.9,0.000707,4500
Interiors,Wrapped,1,100.5,46.8,13.1,61614.54,13.9,0.000226,3500
Interiors,Box,0,136.9,75.9,84.8,881132.21,16.3,1.8e-05,5000
Solar Services,Box,1,175.2,107.8,7.3,137871.89,20.5,0.000149,3500
Painting,Cylindrical,0,37.2,35.2,39.0,51068.16,25.5,0.000499,4500
Construction,Irregular,0,57.9,64.5,24.2,90376.11,72.2,0.000799,4500
Construction,Irregular,0,58.0,92.5,22.7,121785.5,46.5,0.000382,4500
Construction,Irregular,0,84.5,87.9,44.4,329783.22,91.4,0.000277,4500
Construction,Irregular,0,38.2,77.6,47.3,140212.34,88.4,0.00063,4500
Interiors,Wrapped,1,46.1,107.9,12.9,64167.05,14.6,0.000228,3500
Interiors,Box,0,102.1,94.9,77.4,749951.05,25.9,3.5e-05,5000
Construction,Irregular,0,49.8,78.4,38.2,149145.02,87.7,0.000588,4500
Interiors,Wrapped,1,118.8,63.4,6.7,50463.86,25.2,0.000499,3500
Painting,Cylindrical,0,33.4,29.9,37.0,36950.42,18.7,0.000506,4500
Interiors,Wrapped,1,59.8,79.7,17.1,81499.63,18.3,0.000225,3500
Interiors,Wrapped,1,51.0,149.9,11.0,84093.9,38.9,0.000463,3500
Solar Services,Box,1,197.5,85.1,9.4,157988.15,29.6,0.000187,3500
Construction,Irregular,0,45.7,99.8,45.8,208887.39,83.0,0.000397,4500
Painting,Cylindrical,0,35.9,30.9,34.6,38382.13,28.5,0.000743,4500
Construction,Irregular,0,77.6,93.2,48.6,351490.75,46.0,0.000131,4500
Painting,Cylindrical,0,22.5,34.9,35.8,28111.95,27.8,0.000989,4500
Painting,Cylindrical,0,31.4,21.4,49.6,33329.22,11.4,0.000342,4500
Painting,Cylindrical,0,28.1,25.1,49.5,34912.85,28.2,0.000808,4500
Painting,Cylindrical,0,34.0,23.3,47.9,37946.38,18.8,0.000495,4500
Interiors,Box,0,92.1,72.0,85.5,566967.6,48.1,8.5e-05,5000
Solar Services,Box,1,207.7,100.0,9.3,193161.0,22.5,0.000116,3500
Painting,Cylindrical,0,23.1,36.0,39.4,32765.04,26.6,0.000812,4500
Interiors,Wrapped,1,114.6,63.4,13.7,99539.27,11.3,0.000114,3500
Interiors,Box,0,147.2,58.5,54.1,465865.92,53.1,0.000114,5000
Interiors,Box,0,180.3,83.3,63.6,955207.76,24.3,2.5e-05,5000
Interiors,Wrapped,1,146.6,91.7,14.1,189549.4,14.8,7.8e-05,3500
Construction,Irregular,0,96.5,44.4,41.7,178667.82,88.9,0.000498,4500
Interiors,Box,0,166.1,88.1,93.7,1371150.52,26.5,1.9e-05,5000
Painting,Cylindrical,0,27.9,23.1,32.9,21203.72,14.3,0.000674,4500
Interiors,Wrapped,1,63.1,68.6,12.8,55406.85,18.3,0.00033,3500
Interiors,Wrapped,1,83.0,96.1,7.8,62215.14,33.1,0.000532,3500
Painting,Cylindrical,0,23.7,30.0,32.6,23178.6,18.9,0.000815,4500
Interiors,Wrapped,1,143.5,55.5,5.9,46989.08,23.1,0.000492,3500
Interiors,Box,0,58.5,83.5,81.6,398595.6,38.5,9.7e-05,5000
Painting,Cylindrical,0,25.8,35.1,37.6,34049.81,10.2,0.0003,4500
Construction,Irregular,0,61.0,60.0,24.2,88572.0,79.1,0.000893,4500
Construction,Irregular,0,62.5,30.7,49.1,94210.62,66.1,0.000702,4500
Interiors,Wrapped,1,99.5,50.4,10.3,51652.44,25.0,0.000484,3500
Painting,Cylindrical,0,28.4,22.9,46.8,30436.85,17.6,0.000578,4500
Interiors,Wrapped,1,126.2,53.1,14.9,99848.18,32.1,0.000321,3500
Interiors,Box,0,163.0,62.0,99.8,1008578.8,42.6,4.2e-05,5000
Interiors,Wrapped,1,40.2,75.1,9.3,28076.89,32.9,0.001172,3500
Construction,Irregular,0,83.8,73.0,33.7,206156.38,43.7,0.000212,4500
Solar Services,Box,1,204.2,97.7,5.2,103741.77,28.2,0.000272,3500
Interiors,Box,0,164.6,54.5,96.1,862084.27,40.3,4.7e-05,5000
Interiors,Wrapped,1,107.9,68.4,7.8,57566.81,13.1,0.000228,3500
Painting,Cylindrical,0,22.7,31.6,38.3,27473.36,14.8,0.000539,4500
Construction,Irregular,0,62.4,81.7,37.6,191687.81,40.8,0.000213,4500
Interiors,Box,0,104.7,87.8,81.9,752878.85,38.9,5.2e-05,5000
Painting,Cylindrical,0,31.6,28.0,32.5,28756.0,21.8,0.000758,4500
Interiors,Wrapped,1,97.9,122.5,14.3,171496.33,11.1,6.5e-05,3500
Solar Services,Box,1,178.0,109.1,6.2,120402.76,26.5,0.00022,3500
Painting,Cylindrical,0,39.5,26.9,44.2,46964.71,23.4,0.000498,4500
Construction,Irregular,0,74.3,82.3,41.7,254990.91,87.2,0.000342,4500
Solar Services,Box,1,164.3,87.4,9.3,133546.33,21.3,0.000159,3500
Solar Services,Box,1,170.8,82.7,7.5,105938.7,28.5,0.000269,3500
Solar Services,Box,1,167.3,97.9,8.1,132667.23,29.1,0.000219,3500
Interiors,Wrapped,1,107.6,114.1,19.1,234493.76,35.6,0.000152,3500
Construction,Irregular,0,77.2,37.4,43.4,125307.95,93.9,0.000749,4500
Interiors,Box,0,157.9,88.3,80.4,1120982.63,36.5,3.3e-05,5000
Interiors,Wrapped,1,85.1,131.3,18.4,205594.79,28.1,0.000137,3500
Interiors,Wrapped,1,124.1,77.3,5.5,52761.11,22.7,0.00043,3500
Interiors,Box,0,119.4,67.3,50.9,409013.06,25.4,6.2e-05,5000
Construction,Irregular,0,61.7,85.6,47.3,249815.9,83.5,0.000334,4500
Painting,Cylindrical,0,23.1,35.3,39.8,32454.11,19.4,0.000598,4500
Painting,Cylindrical,0,32.9,26.7,48.7,42779.54,10.0,0.000234,4500
Interiors,Box,0,197.3,85.5,80.6,1359653.49,23.8,1.8e-05,5000
Interiors,Box,0,151.7,63.4,88.9,855020.64,52.2,6.1e-05,5000
Construction,Irregular,0,66.1,87.0,32.8,188622.96,78.3,0.000415,4500
Construction,Irregular,0,73.1,66.1,22.0,106302.02,75.0,0.000706,4500
Construction,Irregular,0,34.9,64.7,26.4,59611.99,62.9,0.001055,4500
Construction,Irregular,0,80.7,30.1,28.8,69957.22,89.9,0.001285,4500
Solar Services,Box,1,193.9,81.4,6.8,107327.53,18.5,0.000172,3500
Interiors,Box,0,139.2,66.7,66.3,615571.63,25.0,4.1e-05,5000
Construction,Irregular,0,54.8,38.6,28.2,59650.9,54.3,0.00091,4500
Painting,Cylindrical,0,40.0,37.4,43.8,65524.8,26.9,0.000411,4500
Interiors,Wrapped,1,99.3,121.4,15.5,186852.81,21.3,0.000114,3500
